dauid,Neighbor_dauid
35061386,35060613
35061267,35060616
35060617,35060616
35060613,35060616
35060620,35060616
35060619,35060616
35060618,35060616
35061267,35060617
35060613,35060617
35060620,35060617
35060616,35060617
35060618,35060617
35061386,35060617
35060617,35060618
35060620,35060618
35060616,35060618
35060619,35060618
35060613,35060619
35060620,35060619
35060616,35060619
35060618,35060619
35060609,35060619
35060608,35060619
35060622,35060619
35061386,35060619
35060617,35060620
35060616,35060620
35060619,35060620
35060618,35060620
35061386,35060620
35061268,35060622
35060619,35060622
35060608,35060622
35060606,35060622
35060604,35060622
35061386,35060622
35060624,35060623
35061323,35060623
35061268,35060623
35060625,35060623
35061288,35060623
35061391,35060623
35060585,35060623
35060588,35060623
35060605,35060623
35060604,35060623
35061386,35060623
35060582,35060624
35061323,35060624
35060623,35060624
35061391,35060624
35061657,35060653
35061658,35060653
35060655,35060653
35060654,35060653
35060656,35060653
35061657,35060654
35061658,35060654
35060653,35060654
35060655,35060654
35060656,35060654
35060657,35060654
35061387,35060654
35061386,35060654
35060653,35060655
35060654,35060655
35060656,35060655
35061657,35060656
35060653,35060656
35060655,35060656
35060654,35060656
35060657,35060656
35060924,35060918
35060957,35060918
35060916,35060918
35060917,35060918
35060921,35060918
35060929,35060918
35060930,35060918
35061321,35060918
35061322,35060918
35060924,35060921
35060957,35060921
35060918,35060921
35060923,35060921
35060922,35060921
35061321,35060921
35061322,35060921
35060924,35060922
35060921,35060922
35060923,35060922
35060925,35060922
35061322,35060922
35060685,35060681
35061540,35060681
35061541,35060681
35060678,35060681
35060680,35060681
35060682,35060681
35060679,35060681
35060700,35060682
35061540,35060682
35061541,35060682
35060681,35060682
35060679,35060682
35060685,35060684
35061541,35060684
35061633,35060970
35061826,35060970
35060968,35060970
35061634,35060970
35061827,35060970
35061829,35060970
35061293,35060970
35060972,35060970
35060973,35060970
35060286,35060972
35061633,35060972
35060970,35060972
35061605,35060972
35060280,35060972
35060973,35060972
35061514,35060972
35060970,35060973
35061293,35060973
35061605,35060973
35060972,35060973
35061514,35060973
35060974,35060973
35060975,35060973
35061512,35060973
35061293,35060974
35061605,35060974
35060973,35060974
35061030,35060974
35061031,35060974
35060975,35060974
35061512,35060974
35061780,35060974
35061722,35060974
35060976,35060975
35060989,35060975
35060990,35060975
35061293,35060975
35060973,35060975
35060974,35060975
35061031,35060975
35060977,35060975
35060978,35060976
35060989,35060976
35060990,35060976
35060975,35060976
35060977,35060976
35060978,35060977
35060976,35060977
35061031,35060977
35060979,35060977
35060975,35060977
35060976,35060978
35060984,35060978
35060990,35060978
35060979,35060978
35061726,35060978
35060977,35060978
35060978,35060979
35061030,35060979
35061031,35060979
35061724,35060979
35061726,35060979
35060977,35060979
35061722,35060979
35060978,35060984
35060985,35060984
35060184,35060984
35060986,35060984
35060990,35060984
35061728,35060984
35061726,35060984
35060984,35060985
35060184,35060985
35060986,35060985
35060987,35060985
35060988,35060985
35060990,35060985
35060984,35060986
35060985,35060986
35060987,35060986
35060989,35060986
35060990,35060986
35060985,35060987
35060986,35060987
35060988,35060987
35060989,35060987
35061141,35061143
35061147,35061143
35061144,35061143
35061145,35061143
35061149,35061143
35061143,35061144
35061145,35061144
35061149,35061144
35061146,35061144
35061143,35061145
35061147,35061145
35061144,35061145
35061149,35061145
35061146,35061145
35061147,35061146
35061144,35061146
35061145,35061146
35061149,35061146
35061148,35061146
35061141,35061147
35061143,35061147
35061145,35061147
35061146,35061147
35061148,35061147
35061860,35061147
35061147,35061148
35061149,35061148
35061146,35061148
35061860,35061148
35061680,35061148
35061141,35061149
35061143,35061149
35061144,35061149
35061145,35061149
35061146,35061149
35061148,35061149
35061680,35061149
35060799,35061150
35060781,35061150
35060780,35061150
35061156,35061150
35061155,35061150
35061270,35061150
35061157,35061150
35060792,35061150
35061151,35061150
35061154,35061150
35061152,35061150
35061677,35061150
35061520,35060868
35060872,35060868
35060891,35060868
35060870,35060868
35060866,35060868
35060869,35060868
35060867,35060868
35061524,35060868
35061526,35060868
35060894,35060868
35060895,35060868
35060872,35060869
35060870,35060869
35060868,35060869
35060872,35060870
35060871,35060870
35060866,35060870
35060869,35060870
35060868,35060870
35060867,35060870
35061533,35060871
35061534,35060871
35060872,35060871
35061537,35060871
35061317,35060871
35060870,35060871
35060866,35060871
35061520,35060894
35060872,35060894
35060891,35060894
35060868,35060894
35060892,35060894
35060895,35060894
35061056,35060894
35061282,35060894
35060893,35060895
35061520,35060895
35060868,35060895
35060894,35060895
35061056,35060895
35061282,35060895
35060902,35060898
35060899,35060898
35061250,35060898
35061282,35060898
35060924,35060923
35060921,35060923
35060922,35060923
35061667,35060924
35060957,35060924
35060918,35060924
35060921,35060924
35060938,35060924
35060923,35060924
35060922,35060924
35060925,35060924
35060991,35060924
35061293,35060924
35060089,35060924
35061664,35060924
35060877,35060872
35061248,35060872
35060871,35060872
35061536,35060872
35061537,35060872
35060551,35060872
35060891,35060872
35060870,35060872
35060869,35060872
35060868,35060872
35060894,35060872
35061248,35060874
35060555,35060874
35060554,35060874
35060560,35060875
35060877,35060875
35060876,35060875
35061248,35060875
35060555,35060875
35060558,35060875
35060557,35060875
35060560,35060876
35060877,35060876
35060562,35060876
35060875,35060876
35061248,35060876
35060823,35060877
35060562,35060877
35060876,35060877
35060875,35060877
35061248,35060877
35060872,35060877
35061536,35060877
35061264,35060885
35061533,35060885
35060862,35060885
35061538,35060885
35061315,35060885
35061317,35060885
35060890,35060888
35061539,35060888
35061264,35060888
35060889,35060888
35060890,35060889
35060888,35060889
35061264,35060889
35060861,35060889
35060823,35060890
35061539,35060890
35060888,35060890
35060861,35060890
35060889,35060890
35061536,35060890
35061248,35060891
35060872,35060891
35061047,35060891
35061700,35060891
35060551,35060891
35061702,35060891
35061057,35060891
35060868,35060891
35060894,35060891
35060892,35060891
35061056,35060891
35060891,35060892
35060894,35060892
35061319,35060893
35061520,35060893
35061320,35060893
35060895,35060893
35061282,35060893
35061053,35060899
35061054,35060899
35061250,35060899
35060898,35060899
35061702,35060899
35061056,35060899
35061282,35060899
35060905,35060902
35061319,35060902
35061520,35060902
35061054,35060902
35061250,35060902
35060898,35060902
35060903,35060902
35061282,35060902
35060902,35060903
35060904,35060903
35060905,35060903
35061054,35060903
35061055,35060903
35061250,35060903
35060907,35060904
35060905,35060904
35060906,35060904
35061055,35060904
35060903,35060904
35060902,35060905
35060904,35060905
35060906,35060905
35061520,35060905
35060903,35060905
35060907,35060906
35060904,35060906
35060905,35060906
35060935,35060906
35060936,35060906
35061520,35060906
35060908,35060906
35060910,35060906
35060904,35060907
35060906,35060907
35061055,35060907
35060908,35060907
35060907,35060908
35060906,35060908
35061055,35060908
35060909,35060908
35060910,35060908
35060911,35060909
35061055,35060909
35060908,35060909
35060910,35060909
35060906,35060910
35060935,35060910
35060936,35060910
35060911,35060910
35060909,35060910
35060908,35060910
35060912,35060910
35060936,35060911
35061053,35060911
35061054,35060911
35060961,35060911
35061055,35060911
35060909,35060911
35060912,35060911
35060910,35060911
35061033,35060911
35061036,35060911
35061829,35060911
35060914,35060912
35060913,35060912
35060936,35060912
35061291,35060912
35060911,35060912
35060961,35060912
35060910,35060912
35061033,35060912
35061829,35060912
35060914,35060913
35060915,35060913
35060917,35060913
35060936,35060913
35060937,35060913
35060912,35060913
35060913,35060914
35060915,35060914
35060916,35060914
35061291,35060914
35060961,35060914
35060912,35060914
35060914,35060915
35060913,35060915
35060916,35060915
35060917,35060915
35060957,35060916
35060914,35060916
35060915,35060916
35060917,35060916
35060918,35060916
35061291,35060916
35060913,35060917
35060915,35060917
35060916,35060917
35060918,35060917
35060930,35060917
35060931,35060917
35060937,35060917
35060924,35060925
35060938,35060925
35060922,35060925
35060926,35060925
35061322,35060925
35060938,35060926
35060925,35060926
35061295,35060926
35061322,35060926
35060918,35060929
35060930,35060929
35061295,35060929
35061322,35060929
35060917,35060930
35060918,35060930
35060929,35060930
35060931,35060930
35061251,35060930
35061295,35060930
35060917,35060931
35060930,35060931
35060937,35060931
35061251,35060931
35060938,35060934
35060935,35060934
35060936,35060934
35060937,35060934
35061251,35060934
35060906,35060935
35060938,35060935
35060934,35060935
35060936,35060935
35061520,35060935
35060910,35060935
35060913,35060936
35060906,35060936
35060934,35060936
35060935,35060936
35060937,35060936
35060911,35060936
